Record#;Publisher;Publication Title;UKB APC discount %;HOOP1;HOOP2;HOOP3;Impact Factor 2014;JCR Quartile 2014;"ISSN
print";"ISSN
Online";Collection Code;Collection 2016;URL;;JCR subject category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26159;Springer;CEN Case Reports;100;Gezondheid;;;;;;2192-4449;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13730; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15676;Springer;Central European Journal of Operations Research;100;Economie;;;0.832;Q3;1435-246X;1613-9178;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10100; ;"NEUROSCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17325;Springer;Cerebellum, The;100;Gezondheid;;;2.717;Q3;1473-4222;1473-4230;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12311; ;"BIODIVERSITY CONSERVATION;ECOLOGY;ENVIRONMENTAL SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15685;Springer;Chemoecology;100;Natuur;;;1.923;Q3;0937-7409;1423-0445;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/49; ;"ORTHOPEDICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15686;Springer;Chemosensory Perception;100;Natuur;Landbouw;;1.302;Q2;1936-5802;1936-5810;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12078; ;"SUBSTANCE ABUSE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30693;Springer;ChemTexts;100;Natuur;;;;;;2199-3793;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&eissn=2199-3793; ;;asp?genre=journal&eissn=2199-3793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15687;Springer;Child and Adolescent Social Work Journal;100;Gedrag;;;;;0738-0151;1573-2797;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10560; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15688;Springer;Child and Youth Care Forum;100;Gedrag;;;1.086;Q4;1053-1890;1573-3319;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10566; ;"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;SOCIAL SCIENCES, BIOMEDICAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15689;Springer;Child Indicators Research;100;Gedrag;;;1.162;Q2;1874-897X;1874-8988;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12187; ;"HEALTH POLICY & SERVICES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15690;Springer;Child Psychiatry and Human Development;100;Gedrag;;;2.032;Q2;0009-398X;1573-3327;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10578; ;"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15691;Springer;Children's Literature in Education;100;Gedrag;;;;;0045-6713;1573-1693;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10583; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15692;Springer;Child's Nervous System;100;Gezondheid;;;1.114;Q4;0256-7040;1433-0350;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/381; ;"HEALTH POLICY & SERVICES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22349;Springer;China-EU Law Journal;100;Gedrag;;;;;1868-5153;1868-5161;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12689; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15695;Springer;Chinese Geographical Science;100;Natuur;;;0.877;Q4;1002-0063;1993-064X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11769; ;"NEUROSCIENCES;OTORHINOLARYNGOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15698;Springer;Chinese Journal of Geochemistry;100;Natuur;;;;;1000-9426;1993-0364;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11631; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15701;Springer;Chinese Science Bulletin;100;Natuur;;;1.579;Q2;1001-6538;1861-9541;"SPR77;SPR05";"Open Access;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&issn=1001-6538; ;MULTIDISCIPLINARY SCIENCES;asp?genre=journal&issn=1001-6538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15703;Springer;Chromatographia;100;Natuur;;;;;0009-5893;1612-1112;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10337; ;BIOCHEMICAL RESEARCH METHODS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15704;Springer;Chromosoma;100;Gezondheid;Natuur;;4.602;Q1;0009-5915;1432-0886;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/412; ;"GASTROENTEROLOGY & HEPATOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15705;Springer;Chromosome Research;100;Gezondheid;Natuur;;2.478;Q3;0967-3849;1573-6849;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10577; ;"GASTROENTEROLOGY & HEPATOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15706;Springer;Circuits, Systems and Signal Processing;100;Techniek;;;1.118;Q3;0278-081X;1531-5878;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/34; ;"ZOOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15708;Springer;Clean Technologies and Environmental Policy;100;Techniek;;;1.934;Q2;1618-954X;1618-9558;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10098; ;"EDUCATION & EDUCATIONAL RESEARCH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15709;Springer;Climate Dynamics;100;Natuur;;;4.673;Q1;0930-7575;1432-0894;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/382; ;"CELL BIOLOGY;PATHOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15710;Springer;Climatic Change;100;Natuur;;;3.430;Q1;0165-0009;1573-1480;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10584; ;"PALEONTOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15711;Springer;Clinical and Experimental Medicine;100;Gezondheid;;;2.959;Q2;1591-8890;1591-9528;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10238; ;"FAMILY STUDIES;HISTORY OF SOCIAL SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15712;Springer;Clinical and Experimental Metastasis;100;Gezondheid;;;3.491;Q2;0262-0898;1573-7276;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10585; ;"POLITICAL SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15713;Springer;Clinical and Experimental Nephrology;100;Gezondheid;;;2.020;Q2;1342-1751;1437-7799;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10157; ;"HISTORY & PHILOSOPHY OF SCIENCE;HISTORY OF SOCIAL SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27368;Springer;Clinical and Translational Imaging;100;Gezondheid;;;;;2281-5872;2281-7565;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40336; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15714;Springer;Clinical and Translational Oncology;100;Gezondheid;;;2.077;Q3;1699-048X;1699-3055;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12094; ;"HISTORY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15715;Springer;Clinical Autonomic Research;100;Gezondheid;;;1.487;Q3;0959-9851;1619-1560;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10286; ;"NURSING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15716;Springer;Clinical Child and Family Psychology Review;100;Gedrag;;;3.146;Q1;1096-4037;1573-2827;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10567; ;"ENDOCRINOLOGY & METABOLISM;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27344;Springer;Clinical Drug Investigation;100;Gezondheid;;;1.557;Q3;1173-2563;1179-1918;"SPR51;SPR05";"ADIS;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&issn=1173-2563; ;"BEHAVIORAL SCIENCES;ENDOCRINOLOGY & METABOLISM;";asp?genre=journal&issn=1173-2563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20128;Springer;Clinical Journal of Gastroenterology;100;Gezondheid;;;;;1865-7257;1865-7265;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12328; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15717;Springer;Clinical Neuroradiology;100;Gezondheid;;;2.250;Q3;1869-1439;1869-1447;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/62; ;"PSYCHOLOGY, APPLIED;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15718;Springer;Clinical Oral Investigations;100;Gezondheid;;;2.352;Q1;1432-6981;1436-3771;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/784; ;"INDUSTRIAL RELATIONS & LABOR;MANAGEMENT;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15719;Springer;Clinical Orthopaedics and Related Research;100;Gezondheid;;;2.765;Q1;0009-921X;1528-1132;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11999; ;"MANAGEMENT;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27345;Springer;Clinical Pharmacokinetics;100;Gezondheid;;;5.053;Q1;0312-5963;1179-1926;"SPR51;SPR05";"ADIS;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&issn=0312-5963; ;"BIOTECHNOLOGY & APPLIED MICROBIOLOGY;IMMUNOLOGY;";asp?genre=journal&issn=0312-5963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15721;Springer;Clinical Research in Cardiology;100;Gezondheid;;;4.560;Q1;1861-0684;1861-0692;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/392; ;"PERIPHERAL VASCULAR DISEASE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15723;Springer;Clinical Reviews in Allergy and Immunology;100;Gezondheid;;;5.463;Q1;1080-0549;1559-0267;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/12016; ;"FORESTRY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15724;Springer;Clinical Reviews in Bone and Mineral Metabolism;100;Gezondheid;;;;;1534-8644;1559-0119;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12018; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15725;Springer;Clinical Rheumatology;100;Gezondheid;;;1.696;Q3;0770-3198;1434-9949;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10067; ;"ORNITHOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15726;Springer;Clinical Social Work Journal;100;Gedrag;;;0.720;Q3;0091-1674;1573-3343;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10615; ;"ASTRONOMY & ASTROPHYSICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15727;Springer;Cliometrica;100;Economie;;;0.759;Q3;1863-2505;1863-2513;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11698; ;"MATHEMATICS, APPLIED;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15728;Springer;Cluster Computing;100;Techniek;;;1.510;Q2;1386-7857;1573-7543;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10586; ;"GEOGRAPHY;HISTORY;HISTORY & PHILOSOPHY OF SCIENCE;HISTORY OF SOCIAL SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15729;Springer;CME;100;Gezondheid;;;;;1614-371X;1614-3744;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11298; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27346;Springer;CNS Drugs;100;Gedrag;;;5.113;Q1;1172-7047;1179-1934;"SPR51;SPR05";"ADIS;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&issn=1172-7047; ;"IMMUNOLOGY;";asp?genre=journal&issn=1172-7047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15730;Springer;Cognition, Technology and Work;100;Techniek;;;1.308;Q2;1435-5558;1435-5566;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10111; ;"ALLERGY;IMMUNOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20255;Springer;Cognitive Computation;100;Natuur;;;1.440;Q2;1866-9956;1866-9964;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12559; ;"HEALTH POLICY & SERVICES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15731;Springer;Cognitive Neurodynamics;100;Natuur;;;1.671;Q4;1871-4080;1871-4099;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11571; ;"MATHEMATICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15732;Springer;Cognitive Processing;100;Gedrag;;;1.388;Q4;1612-4782;1612-4790;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10339; ;"HORTICULTURE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15733;Springer;Cognitive Therapy and Research;100;Gedrag;;;1.587;Q3;0147-5916;1573-2819;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10608; ;"MATHEMATICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22350;Springer;Cognitive, Affective, and Behavioral Neuroscience;100;Gedrag;Gezondheid;;3.287;Q1;1530-7026;1531-135X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13415; ;"IMMUNOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22351;Springer;Collectanea Mathematica;100;Natuur;;;0.843;Q2;0010-0757;2038-4815;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13348; ;"CONSTRUCTION & BUILDING TECHNOLOGY;ENGINEERING, ENVIRONMENTAL;PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15735;Springer;Colloid and Polymer Science;100;Natuur;;;1.865;Q3;0303-402X;1435-1536;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/396; ;"ENGINEERING, CHEMICAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15738;Springer;coloproctology;100;Gezondheid;;;;;0174-2442;1615-6730;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/53; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15742;Springer;Communications in Mathematical Physics;100;Natuur;;;2.086;Q1;0010-3616;1432-0916;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/220; ;"INFECTIOUS DISEASES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27369;Springer;Communications in Mathematics and Statistics;100;Natuur;;;;;2194-6701;2194-671X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40304; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15743;Springer;Community Mental Health Journal;100;Gedrag;;;1.111;Q4;0010-3853;1573-2789;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10597; ;"INFORMATION SCIENCE & LIBRARY SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15744;Springer;Comparative Clinical Pathology;100;Gezondheid;;;;;1618-5641;1618-565X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/580; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15747;Springer;Complex Analysis and Operator Theory;100;Natuur;;;0.545;Q4;1661-8254;1661-8262;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11785; ;"INFORMATION SCIENCE & LIBRARY SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27371;Springer;Computational and Applied Mathematics;100;Natuur;;;0.473;Q4;0101-8205;1807-0302;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40314; ;"BIOCHEMISTRY & MOLECULAR BIOLOGY;ENTOMOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15751;Springer;Computational and Mathematical Organization Theory;100;Gedrag;;;0.840;Q3;1381-298X;1572-9346;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10588; ;"ENTOMOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15752;Springer;Computational Complexity;100;Techniek;;;1.075;Q2;1016-3328;1420-8954;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/37; ;"EDUCATION & EDUCATIONAL RESEARCH;PSYCHOLOGY, EDUCATIONAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15753;Springer;Computational Economics;100;Economie;;;0.521;Q4;0927-7099;1572-9974;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10614; ;"CHEMISTRY, ANALYTICAL;INSTRUMENTS & INSTRUMENTATION;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15754;Springer;Computational Geosciences;100;Techniek;;;1.868;Q2;1420-0597;1573-1499;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10596; ;"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS;STATISTICS & PROBABILITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15755;Springer;Computational Management Science;100;Natuur;;;;;1619-697X;1619-6988;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10287; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15758;Springer;Computational Mechanics;100;Natuur;;;2.525;Q1;0178-7675;1432-0924;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/466; ;"ENGINEERING, ELECTRICAL & ELECTRONIC;PHYSICS, APPLIED;PHYSICS, CONDENSED MATTER;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27372;Springer;Computational Methods and Function Theory;100;Natuur;;;0.386;Q4;1617-9447;2195-3724;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40315; ;"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE;ENGINEERING, ELECTRICAL & ELECTRONIC;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15759;Springer;Computational Optimization and Applications;100;Techniek;;;1.317;Q2;0926-6003;1573-2894;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10589; ;"ZOOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29036;Springer;Computational Particle Mechanics;100;Techniek;;;;;2196-4378;2196-4386;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&eissn=2196-4378; ;;asp?genre=journal&eissn=2196-4378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15760;Springer;Computational Statistics;100;Natuur;;;0.403;Q4;0943-4062;1613-9658;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/180; ;"CELL BIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15762;Springer;Computer Supported Cooperative Work (CSCW);100;Techniek;;;0.824;Q4;0925-9724;1573-7551;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10606; ;"LAW;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15764;Springer;Computing;100;Techniek;;;0.593;Q4;0010-485X;1436-5057;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/607; ;"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15765;Springer;Computing and Visualization in Science;100;Techniek;;;;;1432-9360;1433-0369;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/791; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15767;Springer;Conservation Genetics;100;Natuur;;;2.185;Q2;1566-0621;1572-9737;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10592; ;"PARASITOLOGY;PHARMACOLOGY & PHARMACY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
