Record#;Publisher;Publication Title;UKB APC discount %;HOOP1;HOOP2;HOOP3;Impact Factor 2014;JCR Quartile 2014;"ISSN
print";"ISSN
Online";Collection Code;Collection 2016;URL;;JCR subject category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27411;Springer;Lettera Matematica;100;Natuur;;;;;2281-6917;2281-5937;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40329; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16718;Springer;Letters in Mathematical Physics;100;Natuur;;;1.939;Q1;0377-9017;1573-0530;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/11005; ;"SPORT SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16720;Springer;Letters in Spatial and Resource Sciences;100;Economie;;;;;1864-4031;1864-404X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12076; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29081;Springer;Lexicography;100;Taal & Cultuur;;;;;2197-4292;2197-4306;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&eissn=2197-4292; ;;asp?genre=journal&eissn=2197-4292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16722;Springer;Lifetime Data Analysis;100;Techniek;;;0.654;Q4;1380-7870;1572-9249;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10985; ;"INSTRUMENTS & INSTRUMENTATION;MICROSCOPY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16723;Springer;Limnology;100;Natuur;;;1.117;Q3;1439-8621;1439-863X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10201; ;"ANESTHESIOLOGY;CLINICAL NEUROLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16724;Springer;Linguistics and Philosophy;100;Taal & Cultuur;;;0.733;Q2;0165-0157;1573-0549;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10988; ;"HISTORY & PHILOSOPHY OF SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16725;Springer;Lipids;100;Natuur;Gezondheid;;1.854;Q4;0024-4201;1558-9307;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/11745; ;"CHEMISTRY, MULTIDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31637;Springer;List Forum für Wirtschafts- und Finanzpolitik;100;Economie;;;;;;2364-3943;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://link.springer.com/journal/41025; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16729;Springer;Liverpool Law Review;100;Rechten;;;;;0144-932X;1572-8625;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10991; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16730;Springer;LO SCALPELLO - OTODI Educational;100;Gezondheid;;;;;0390-5276;1970-6812;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11639; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16733;Springer;Logica Universalis;100;Natuur;;;;;1661-8297;1661-8300;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11787; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16735;Springer;Lung;100;Gezondheid;;;2.271;Q3;0341-2040;1432-1750;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/408; ;"INFORMATION SCIENCE & LIBRARY SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16736;Springer;Machine Learning;100;Techniek;;;1.889;Q2;0885-6125;1573-0565;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10994; ;"INTERNATIONAL RELATIONS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16737;Springer;Machine Translation;100;Techniek;;;;;0922-6567;1573-0573;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10590; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16738;Springer;Machine Vision and Applications;100;Techniek;;;1.351;Q3;0932-8092;1432-1769;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/138; ;"INTERNATIONAL RELATIONS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16739;Springer;Magnetic Resonance Materials in Physics, Biology and Medicine;100;Gezondheid;;;2.869;Q1;0968-5243;1352-8661;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10334; ;"HEMATOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30858;Springer;Mammal Research;100;Natuur;;;;;2199-2401;2199-241X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13364; ;ZOOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16740;Springer;Mammalian Genome;100;Natuur;;;3.068;Q2;0938-8990;1432-1777;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/335; ;"ONCOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16742;Springer;Management International Review;100;Economie;;;1.118;Q3;0938-8249;1861-8901;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11575; ;"ONCOLOGY;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29108;Springer;Management Review Quarterly;100;Economie;;;;;2198-1620;2198-1639;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11301; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16744;Springer;Manuelle Medizin;100;Gezondheid;;;;;0025-2514;1433-0466;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/337; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16745;Springer;manuscripta mathematica;100;Natuur;;;0.519;Q3;0025-2611;1432-1785;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/229; ;"REHABILITATION;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20234;Springer;Marine Biodiversity;100;Natuur;;;1.104;Q3;1867-1616;1867-1624;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12526; ;"ENGINEERING, ELECTRICAL & ELECTRONIC;INSTRUMENTS & INSTRUMENTATION;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16746;Springer;Marine Biology;100;Natuur;;;2.391;Q1;0025-3162;1432-1793;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/227; ;"CHEMISTRY, ANALYTICAL;ELECTROCHEMISTRY;INSTRUMENTS & INSTRUMENTATION;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16747;Springer;Marine Biotechnology;100;Natuur;;;3.269;Q2;1436-2228;1436-2236;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10126; ;"ENGINEERING, CHEMICAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16748;Springer;Marine Geophysical Research;100;Natuur;;;1.264;Q3;0025-3235;1573-0581;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/11001; ;"MATHEMATICS, APPLIED;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30801;Springer;Marine Systems and Ocean Technology;100;Techniek;;;;;;2199-4749;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&eissn=2199-4749; ;;asp?genre=journal&eissn=2199-4749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16749;Springer;Marketing Letters;100;Economie;;;1.059;Q3;0923-0645;1573-059X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/11002; ;"SOCIAL SCIENCES, INTERDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16751;Springer;Materials and Structures;100;Techniek;;;1.714;Q1;1359-5997;1871-6873;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/11527; ;"ENGINEERING, ELECTRICAL & ELECTRONIC;IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16754;Springer;Maternal and Child Health Journal;100;Gezondheid;;;2.083;Q1;1092-7875;1573-6628;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10995; ;"CHEMISTRY, MULTIDISCIPLINARY;CHEMISTRY, PHYSICAL;NANOSCIENCE & NANOTECHNOLOGY;MATERIALS SCIENCE, MULTIDISCIPLINARY;PHYSICS, APPLIED;PHYSICS, CONDENSED MATTER";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16757;Springer;Mathematical Geosciences;100;Natuur;;;1.653;Q2;1874-8961;1874-8953;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11004; ;"SOCIAL WORK;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17365;Springer;Mathematical Intelligencer, The;100;Natuur;;;0.295;Q4;0343-6993;1866-7414;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/283; ;"GEOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16758;Springer;Mathematical Methods of Operations Research;100;Techniek;;;0.625;Q4;1432-2994;1432-5217;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/186; ;"SOCIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16761;Springer;Mathematical Physics, Analysis and Geometry;100;Natuur;;;0.806;Q3;1385-0172;1572-9656;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11040; ;"HISTORY & PHILOSOPHY OF SCIENCE;SOCIAL SCIENCES, INTERDISCIPLINARY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16762;Springer;Mathematical Programming;100;Techniek;;;1.803;Q1;0025-5610;1436-4646;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/10107; ;"SOCIAL SCIENCES, INTERDISCIPLINARY;SOCIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20237;Springer;Mathematical Programming Computation;100;Natuur;;;;;1867-2949;1867-2957;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12532; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16763;Springer;Mathematics and Financial Economics;100;Economie;;;;;1862-9679;1862-9660;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11579; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22387;Springer;Mathematics Education Research Journal;100;Gedrag;;;;;1033-2170;2211-050X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13394; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16764;Springer;Mathematics in Computer Science;100;Natuur;;;;;1661-8270;1661-8289;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11786; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16765;Springer;Mathematics of Control, Signals and Systems (MCSS);100;Techniek;;;0.795;Q3;0932-4194;1435-568X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/498; ;"NEUROSCIENCES;PSYCHOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16766;Springer;Mathematische Annalen;100;Natuur;;;1.130;Q1;0025-5831;1432-1807;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/208; ;"PLANNING & DEVELOPMENT;PUBLIC ADMINISTRATION;SOCIAL ISSUES;SOCIAL WORK;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16767;Springer;Mathematische Semesterberichte;100;Natuur;;;;;0720-728X;1432-1815;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/591; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16768;Springer;Mathematische Zeitschrift;100;Natuur;;;0.689;Q2;0025-5874;1432-1823;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/209; ;"SOCIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16770;Springer;Meccanica;100;Techniek;;;1.949;Q1;0025-6455;1572-9648;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/11012; ;"SOCIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16773;Springer;Mechanics of Time-Dependent Materials;100;Techniek;;;1.587;Q2;1385-2000;1573-2738;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11043; ;"SOCIAL SCIENCES, INTERDISCIPLINARY;SOCIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16775;Springer;Medical and Biological Engineering and Computing;100;Techniek;Gezondheid;;1.726;Q2;0140-0118;1741-0444;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/11517; ;"SOCIOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16778;Springer;Medical Microbiology and Immunology;100;Gezondheid;;;3.038;Q2;0300-8584;1432-1831;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/430; ;"COMPUTER SCIENCE, SOFTWARE ENGINEERING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16780;Springer;Medical Oncology;100;Gezondheid;;;2.634;Q3;1357-0560;1559-131X;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/12032; ;"AGRICULTURE, SOIL SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30804;Springer;Medical Science Educator;100;Gezondheid;;;;;;2156-8650;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40670; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16782;Springer;Medicinal Chemistry Research;100;Natuur;;;1.402;Q3;1054-2523;1554-8120;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/44; ;"AGRICULTURE, SOIL SCIENCE;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16783;Springer;Medicine, Health Care and Philosophy;100;Gezondheid;Taal & Cultuur;;0.700;Q3;1386-7423;1572-8633;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11019; ;"ENGINEERING, MANUFACTURING;ENGINEERING, ELECTRICAL & ELECTRONIC;MATERIALS SCIENCE, MULTIDISCIPLINARY;METALLURGY & METALLURGICAL ENGINEERING;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16785;Springer;Mediterranean Journal of Mathematics;100;Natuur;;;0.656;Q3;1660-5446;1660-5454;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/9; ;"CHEMISTRY, PHYSICAL;PHYSICS, CONDENSED MATTER;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16787;Springer;Medizinische Genetik;100;Gezondheid;;;0.131;Q4;0936-5931;1863-5490;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11825; ;"CHEMISTRY, INORGANIC & NUCLEAR;CHEMISTRY, PHYSICAL;PHYSICS, CONDENSED MATTER;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26180;Springer;Medizinische Klinik - Intensivmedizin und Notfallmedizin;100;Gezondheid;;;0.556;Q4;2193-6218;2193-6226;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/63; ;"ENGINEERING, ELECTRICAL & ELECTRONIC;PHYSICS, APPLIED;PHYSICS, CONDENSED MATTER;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16790;Springer;Medizinrecht;100;Rechten;;;;;0723-8886;1433-8629;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/350; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20122;Springer;Memetic Computing;100;Techniek;;;1.000;Q3;1865-9284;1865-9292;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12293; ;"NEUROSCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16791;Springer;memo - Magazine of European Medical Oncology;100;Gezondheid;;;;;1865-5041;1865-5076;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/12254; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22388;Springer;Memory and Cognition;100;Gedrag;;;2.457;Q2;0090-502X;1532-5946;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13421; ;"GEOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16793;Springer;Metabolic Brain Disease;100;Gezondheid;;;2.638;Q3;0885-7490;1573-7365;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/11011; ;"POLITICAL SCIENCE;SOCIAL ISSUES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16794;Springer;Metabolomics;100;Gezondheid;;;3.855;Q2;1573-3882;1573-3890;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11306; ;"ECONOMICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16795;Springer;Metacognition and Learning;100;Gedrag;;;1.708;Q1;1556-1623;1556-1631;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11409; ;"FORESTRY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26181;Springer;Metallography, Microstructure, and Analysis;100;Natuur;;;;;2192-9262;2192-9270;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/13632; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16797;Springer;Metallurgical and Materials Transactions A;100;Techniek;;;1.730;Q2;1073-5623;1543-1940;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/11661; ;"BIODIVERSITY CONSERVATION;ECOLOGY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16798;Springer;Metallurgical and Materials Transactions B;100;Techniek;;;1.461;Q3;1073-5615;1543-1916;"SPR01;SPR04;SPR05";"SPRINGER 2015;SPRINGER Deep Archive II;Springer NL OA publishing";http://link.springer.com/journal/11663; ;"GEOGRAPHY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29084;Springer;Metallurgical and Materials Transactions E;100;Techniek;;;;;2196-2936;2196-2944;"SPR50;SPR05";"Not in any SURF Collection;Springer NL OA publishing";http://www.springerlink.com/openurl.asp?genre=journal&eissn=2196-2936; ;;asp?genre=journal&eissn=2196-2936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16801;Springer;Metascience;100;Taal & Cultuur;;;;;0815-0796;1467-9981;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/11016; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16802;Springer;Meteorology and Atmospheric Physics;100;Natuur;;;1.049;Q4;0177-7971;1436-5065;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/703; ;"PSYCHOLOGY, EXPERIMENTAL;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16804;Springer;Methodology and Computing in Applied Probability;100;Natuur;;;0.913;Q2;1387-5841;1573-7713;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/11009; ;"ECONOMICS;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16806;Springer;Metrika;100;Natuur;;;0.517;Q4;0026-1335;1435-926X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/184; ;"BIOCHEMICAL RESEARCH METHODS;SPECTROSCOPY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27412;Springer;METRON;100;Natuur;;;;;0026-1424;2281-695X;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/40300; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16807;Springer;Microbial Ecology;100;Natuur;;;2.973;Q2;0095-3628;1432-184X;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/248; ;"SPORT SCIENCES;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16809;Springer;Microchimica Acta;100;Natuur;;;3.741;Q1;0026-3672;1436-5073;"SPR01;SPR03;SPR05";"SPRINGER 2015;SPRINGER Deep Archive I;Springer NL OA publishing";http://link.springer.com/journal/604; ;"STATISTICS & PROBABILITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16810;Springer;Microfluidics and Nanofluidics;100;Techniek;Natuur;;2.528;Q2;1613-4982;1613-4990;"SPR01;SPR05";"SPRINGER 2015;Springer NL OA publishing";http://link.springer.com/journal/10404; ;"STATISTICS & PROBABILITY;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
